iso3_country,country_name,year,sector,sector_clean,gas,emissions
AIA,AIA,2017,waste,Waste,co2e_100yr,3850.094377203756
AIA,AIA,2018,agriculture,Agriculture,co2e_100yr,0.0
AIA,AIA,2018,buildings,Buildings,co2e_100yr,908.127978401185
AIA,AIA,2018,fluorinated-gases,Fluorinated Gases,co2e_100yr,0.0
AIA,AIA,2018,fossil-fuel-operations,Fossil Fuel Operations,co2e_100yr,0.0
AIA,AIA,2018,manufacturing,Manufacturing,co2e_100yr,0.7455600000294189
AIA,AIA,2018,mineral-extraction,Mineral Extraction,co2e_100yr,0.0
AIA,AIA,2018,power,Power,co2e_100yr,96141.23991308996
AIA,AIA,2018,transportation,Transportation,co2e_100yr,48143.508501550095
AIA,AIA,2018,waste,Waste,co2e_100yr,3881.5896107952767
AIA,AIA,2019,agriculture,Agriculture,co2e_100yr,0.0
AIA,AIA,2019,buildings,Buildings,co2e_100yr,908.3697902191686
AIA,AIA,2019,fluorinated-gases,Fluorinated Gases,co2e_100yr,0.0
AIA,AIA,2019,fossil-fuel-operations,Fossil Fuel Operations,co2e_100yr,0.0
AIA,AIA,2019,manufacturing,Manufacturing,co2e_100yr,0.7532060000297207
AIA,AIA,2019,mineral-extraction,Mineral Extraction,co2e_100yr,0.0
AIA,AIA,2019,power,Power,co2e_100yr,96141.22966040485
AIA,AIA,2019,transportation,Transportation,co2e_100yr,54605.40490595142
AIA,AIA,2019,waste,Waste,co2e_100yr,3905.365370299335
AIA,AIA,2020,agriculture,Agriculture,co2e_100yr,0.0
AIA,AIA,2020,buildings,Buildings,co2e_100yr,904.950099974773
AIA,AIA,2020,fluorinated-gases,Fluorinated Gases,co2e_100yr,0.0
AIA,AIA,2020,fossil-fuel-operations,Fossil Fuel Operations,co2e_100yr,0.0
AIA,AIA,2020,manufacturing,Manufacturing,co2e_100yr,0.7607250000300173
AIA,AIA,2020,mineral-extraction,Mineral Extraction,co2e_100yr,0.0
AIA,AIA,2020,power,Power,co2e_100yr,96403.70208499103
AIA,AIA,2020,transportation,Transportation,co2e_100yr,43621.17581096121
AIA,AIA,2020,waste,Waste,co2e_100yr,3919.264717352763
AIA,AIA,2021,agriculture,Agriculture,co2e_100yr,0.0
AIA,AIA,2021,buildings,Buildings,co2e_100yr,898.3999830087491
AIA,AIA,2021,fluorinated-gases,Fluorinated Gases,co2e_100yr,0.0
AIA,AIA,2021,fossil-fuel-operations,Fossil Fuel Operations,co2e_100yr,0.0
AIA,AIA,2021,manufacturing,Manufacturing,co2e_100yr,0.7683190000303171
