iso3_country,country_name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,change_2015_2025,percent_change_2015_2025,archetype
IMN,IMN,883172.0695369923,890441.1102833854,892841.7230772714,897770.296681411,861688.1054657887,824427.5716668789,832848.1251313533,865285.7608570557,876615.1307218198,877040.6598779445,865212.8407008147,-17959.228836177615,-2.0334914854806083,"Lower-emitting, stable/moderate growth"
IND,IND,3222925077.0061355,3264757499.1821756,3409510381.9771457,3535237457.7194242,3570676564.819078,3380125973.6851563,3641173617.24008,3909266111.1793623,4159329470.569369,4304810273.999662,4334488769.409461,1111563692.4033256,34.48928119160275,"High-emitting, fast-growing"
IOT,IOT,73168.583599299,79015.65833507317,82822.83601444445,87370.25845420144,105830.96303930036,92323.89982354853,100488.77275925364,110775.56848782705,77771.93981752971,114539.64765671885,74249.1359396701,1080.5523403710977,1.4767982202425058,"Lower-emitting, stable/moderate growth"
IRL,IRL,75629200.2580627,80170412.01705836,79838381.71446966,77264325.29242319,75098304.72680195,70504734.40388621,74960812.0895179,75023829.36701192,71501604.53975002,72303089.08124565,71923560.20746596,-3705640.050596744,-4.899747766672558,"Lower-emitting, stable/moderate growth"
IRN,IRN,950768815.5613052,979893348.253485,1023325448.845893,1034488251.7797401,1049599038.4997072,1084099406.1884024,1127348290.733564,1156817553.3654706,1202797137.4883192,1228886361.5419075,1239690071.290264,288921255.7289587,30.388171235758122,"High-emitting, fast-growing"
IRQ,IRQ,353408891.11182857,411289893.15300065,430758543.37237144,440540956.5230282,465902635.18518746,421466827.61903113,438475803.9055478,469776585.0256985,492887256.9062383,501016887.77367705,516126545.8826731,162717654.77084452,46.04232062722951,"High-emitting, fast-growing"
ISL,ISL,8223584.229924407,8653511.05509801,9108852.768504309,9489451.228437457,8994018.802050587,7835241.165701726,8909851.633188669,9441037.187171267,9631631.235521024,9749929.163138686,9836851.4799131,1613267.2499886937,19.617568263218523,"Lower-emitting, stable/moderate growth"
ISR,ISR,84299408.48527108,83613641.09997651,83208494.11172584,85060029.54108326,88130857.20920812,86086981.84275834,88572750.73444377,92603895.3641811,92209488.04240815,92334988.13574497,93951283.55069359,9651875.065422505,11.449516952552395,"Lower-emitting, stable/moderate growth"
ITA,ITA,448231083.24313295,452854996.43417966,454350234.94730335,449229721.6014473,438084869.5249302,391278675.7335887,414984168.39982855,417981551.1718487,387119088.73566484,375040905.2271464,377644987.1676097,-70586096.07552326,-15.747702181830931,"Lower-emitting, declining"
JAM,JAM,10547344.20744506,10994502.81201215,10659731.776111912,12274243.575264655,11991159.668473972,9121038.872822095,9759803.650520736,10994986.055481533,11203939.793264048,11339535.085955828,11230799.380855726,683455.1734106652,6.479879294431619,"Lower-emitting, stable/moderate growth"
JEY,JEY,974317.6752823021,1014585.3249662626,1010187.6561275978,1028534.7637060785,1051504.7902358354,1001079.6698996496,1060556.1255842359,1055546.882420294,1059094.4707576493,1053166.6446896007,1070884.1204534462,96566.44517114409,9.911186835768387,"Lower-emitting, stable/moderate growth"
JOR,JOR,37967969.44498815,37154271.49015962,39537034.16802497,38637848.36448335,36503297.17023744,33627041.61090624,36308274.31897192,37016625.64661687,36735743.22658813,37145416.87083211,38921969.0898326,953999.64484445,2.512643311691192,"Lower-emitting, stable/moderate growth"
JPN,JPN,1572615524.4759512,1522178993.3296728,1507676768.3882158,1465251609.4243674,1421790682.0783637,1337819353.947713,1364743133.1623847,1363928562.5852423,1310742577.699653,1304086037.6078851,1288640112.983194,-283975411.4927571,-18.057523092771664,"High-emitting, declining"
KAZ,KAZ,313853597.1143459,327102431.43773484,347015887.46640766,357433327.05171543,356020295.7498316,373622572.6391719,378788831.89528537,392638001.50845873,404450692.4292066,388098080.7585544,398779125.6152464,84925528.5009005,27.058962931038096,"Lower-emitting, fast-growing"
KEN,KEN,86655598.08870713,93436947.22186698,89718679.58603635,92945641.83661932,102686833.56539278,114431353.65423709,107254376.68328243,102215869.54676662,108947989.28970914,115942359.88905923,116662518.23243476,30006920.14372763,34.627791862921896,"Lower-emitting, fast-growing"
KGZ,KGZ,23747344.81626748,25597468.167505812,22056556.462942116,23180103.461123437,21178785.78965225,21208095.402218837,23313882.59447059,23829779.37003128,23935856.900792316,24715357.868453834,25037182.69744239,1289837.8811749108,5.431503568733049,"Lower-emitting, stable/moderate growth"
KHM,KHM,31836456.16844417,35443762.170713075,34005940.99284942,36457648.56701183,41105073.014472164,42375699.229253374,43506558.74585797,44408843.649130404,46502728.122099675,49735412.37819102,50095207.43147132,18258751.263027146,57.35170763486218,"Lower-emitting, fast-growing"
KIR,KIR,321344.75481069245,249231.2529831045,236798.57461123032,259218.62098483497,399669.6633823009,336200.00715084583,296633.9727693839,301700.1148014811,362871.3144970377,338846.19577232946,320366.04704621166,-978.7077644807869,-0.30456627961995325,"Lower-emitting, stable/moderate growth"
KNA,KNA,495497.3539852367,523736.03504379536,609940.2849598854,588223.7582719272,578169.1186073356,412326.09743878903,420176.8456885904,538584.4963683684,549316.3898541429,544266.4909331525,558198.5389481876,62701.18496295088,12.65419168410313,"Lower-emitting, stable/moderate growth"
KOR,KOR,750981919.5483124,756845349.3498687,780559601.1011288,800495164.4755342,779467379.2055475,731385887.5078788,760656806.4129174,739158249.0574371,728115611.134975,717364665.2789378,714434190.2232554,-36547729.32505703,-4.8666590198388695,"High-emitting, stable/moderate growth"
KWT,KWT,175449539.37469986,184298333.72857556,180546639.25115347,183780455.909074,187463473.92957217,178816766.27004778,184673239.2515422,200374980.02472997,204424442.44639537,209994932.4284939,220693091.15700698,45243551.78230712,25.787216052863187,"Lower-emitting, fast-growing"
LAO,LAO,18665421.777236704,25580163.824531313,29197209.67111669,30286221.911113627,30682824.46694789,30457307.997423872,33910101.42372209,35791366.9707453,40692105.8003924,40907738.03262129,41324280.14718853,22658858.369951826,121.39483715061448,"Lower-emitting, fast-growing"
LBN,LBN,38027111.31501058,38998492.35500274,40544055.96320605,39321081.088454545,37175593.2701133,31396247.835720338,25527988.408041127,20093439.40905625,21094990.57534657,21878794.406480443,21361245.54586787,-16665865.769142706,-43.82627339501365,"Lower-emitting, declining"
LBR,LBR,5818840.779238443,6121265.375791345,5527031.489396615,5854606.516622554,6194593.701993586,6587874.842919679,5987948.9592783535,6138723.387322092,6026523.625139078,5738677.983115218,5830541.458344038,11700.679105594754,0.2010826477215641,"Lower-emitting, stable/moderate growth"
LBY,LBY,104333720.33884463,104336777.94094296,127622155.71998811,141089217.8567911,147645050.556511,91245133.42205141,143275026.03950337,139305247.0630126,149540823.2709603,136316169.2842906,143259229.22954473,38925508.8907001,37.30865607426029,"Lower-emitting, fast-growing"
LCA,LCA,894663.357391264,947915.4031028583,1044043.2640663306,998442.7158993675,1122186.3865338827,881984.9514814009,860068.0233676091,1028637.8537163985,1053894.497402109,1076596.9362203113,1036301.6033204887,141638.24592922465,15.831457135142493,"Lower-emitting, stable/moderate growth"
LIE,LIE,113132.56660187256,115846.40804153902,115289.37160926382,111084.42887436585,111697.24837183072,103612.27231373113,114825.8167039371,101659.55936136896,99295.22526650604,100291.90881207531,101313.70459494121,-11818.862006931347,-10.446914060142715,"Lower-emitting, declining"
LKA,LKA,36480232.11304415,40943223.38418797,40350054.03201807,40949364.11226416,43114232.191538334,41545083.96298237,41904475.51512448,43187789.777844585,41789928.57086721,43682108.80390301,43965575.6451211,7485343.532076947,20.51890324842651,"Lower-emitting, stable/moderate growth"
LSO,LSO,4622676.484519489,4739935.035963111,5150484.333407126,4927043.693870875,4875782.077640618,4596118.33426133,5175276.511028542,5955997.757553871,5238208.383461885,5185687.06271662,5137468.995548119,514792.5110286297,11.136243532347052,"Lower-emitting, stable/moderate growth"
LTU,LTU,34604699.557320744,34314912.48188977,34854687.85134599,34772135.74879214,34696885.698958986,34228811.4549843,34258894.80485837,32351169.593308985,31385796.641406894,31549050.874384236,32301866.047831036,-2302833.5094897076,-6.654684302850811,"Lower-emitting, stable/moderate growth"
LUX,LUX,6759084.641620184,6626899.618336822,7393139.728645067,7671755.422566839,7298479.381001028,6618904.053979736,6774793.9582464425,6583335.320553208,6176024.863509738,6175853.09621467,6249361.417842818,-509723.22377736587,-7.541305528838338,"Lower-emitting, stable/moderate growth"
LVA,LVA,19636748.700732373,19807043.926741656,19878471.815787815,20773738.440562204,20724974.127014276,19411090.64623071,20066262.020956907,19694906.67591659,19456177.6077183,19613252.249402,20086010.805062965,449262.10433059186,2.287864000183677,"Lower-emitting, stable/moderate growth"
MAC,MAC,2270085.7584726335,2407300.399854793,2872810.861518719,2302763.844708074,2580129.8360463767,2098023.2163777556,2030452.0400238545,1654315.0302518085,2081578.173258704,2479744.3317505745,2420401.7243549954,150315.96588236187,6.621598559496622,"Lower-emitting, stable/moderate growth"
MAF,MAF,311490.7385047946,438361.24180621677,450880.25921212725,408990.95443986467,430482.8718982348,419724.53240037255,426712.8605578965,438659.4461302343,498533.7881106546,474796.57107155985,465012.6337130314,153521.89520823682,49.286182936021305,"Lower-emitting, fast-growing"
MAR,MAR,94871353.84554973,95902018.44349937,99500160.27726506,102406068.09782284,109962564.84794173,107904215.40509813,114009847.56546472,118348190.90107416,116946036.41503175,118738571.74756244,120129795.09817375,25258441.25262402,26.623886166676492,"Lower-emitting, fast-growing"
MCO,MCO,145220.11968933523,155927.54693979106,163477.8229566644,174016.06399283215,163783.94934302053,112698.62902804982,139916.16164380114,122086.02566896375,126669.82770138061,145723.73672028075,148809.13638407606,3589.016694740829,2.4714321282882135,"Lower-emitting, stable/moderate growth"
MDA,MDA,15016895.123456597,15200887.753371147,15187151.552785885,15853933.298740156,16462977.878820779,15662594.288074274,16817944.102878496,15278517.522849806,15919806.261216227,16236288.230312278,16525973.774289448,1509078.6508328505,10.049205501046943,"Lower-emitting, stable/moderate growth"
MDG,MDG,43873300.70666335,45089858.54657385,45689069.98683142,43651194.8074527,45671371.2126209,43408340.11070539,39938325.41078913,39604395.784290925,41224699.86585491,41525035.31533487,41989653.92019776,-1883646.7864655852,-4.293378332894617,"Lower-emitting, stable/moderate growth"
MDV,MDV,1851935.7993992644,2011956.5270519338,2102360.1885377164,2263453.58827425,2416743.5034164647,1978649.805735393,2423676.136508347,2636914.2011968093,2701912.2807126315,2730144.7310602213,2786304.426540737,934368.6271414727,50.45361871856279,"Lower-emitting, fast-growing"
MEX,MEX,823760231.4801141,829569021.9770141,833995148.7947018,827682685.4666789,833638640.0067078,743783100.6899092,784897819.5039093,781044244.7687585,805266437.960782,814182937.9955869,805612945.2265966,-18147286.25351751,-2.202981591003837,"High-emitting, stable/moderate growth"
MHL,MHL,552987.1276540314,682602.2117084169,577247.5615695575,546252.6231451754,540224.122264614,392300.2062231383,393666.81622299517,355158.0838898196,400689.877643859,364734.13880948897,366613.5890845777,-186373.5385694537,-33.70305188840773,"Lower-emitting, declining"
MKD,MKD,11418374.755622275,11355295.019253623,12000730.108640442,11535179.53466045,12420876.358789388,11248824.94678771,10788478.816291174,11716610.262807583,11598540.501594774,10851757.828489957,10778747.855615979,-639626.9000062961,-5.601733291258033,"Lower-emitting, stable/moderate growth"
MLI,MLI,49692520.204197876,55071302.000198856,58810965.161739215,63202459.46252741,66234079.04462735,68343890.65139246,68222687.49445084,70251444.97589386,72997220.1063748,74357432.21575508,74654624.20610838,24962104.0019105,50.23312140204508,"Lower-emitting, fast-growing"
MLT,MLT,3727121.168990572,3556431.8842483517,3919923.952370943,4117363.0724149114,4032059.319467341,3480680.2444924214,4122185.9897047635,4413592.478035915,4666463.471377683,4366885.460629115,4453500.713423552,726379.54443298,19.489024142182846,"Lower-emitting, stable/moderate growth"
MMR,MMR,119279593.70907176,124979336.60133678,142458827.5649487,117103236.10173966,118240284.6517728,118049718.85465422,118431945.6424268,118835469.24465212,121586620.23952746,118035011.88127196,120106407.4990626,826813.7899908423,0.6931728758294382,"Lower-emitting, stable/moderate growth"
MNE,MNE,4030502.967810816,3937571.5920686256,4068091.18247081,4278419.492597311,4354009.064976258,4186946.187864886,4170153.5755230873,4454252.9664651165,4624751.991304988,4499345.137356691,3663622.515858805,-366880.4519520113,-9.102597241139954,"Lower-emitting, stable/moderate growth"
MNG,MNG,82447023.4746045,90600870.18484433,97643282.59282036,101847740.82506125,108779051.28558885,101686154.02055286,104209155.06468669,107676006.81006981,126935977.36728853,137171070.06325895,138467703.01024234,56020679.53563784,67.94748576083337,"Lower-emitting, fast-growing"
MNP,MNP,668710.5962653608,679438.2803333882,711491.4490056874,657235.2233041332,586406.7418309633,526044.4094494635,605709.8458520893,608131.0079447172,640311.4864033468,639318.1163653918,626063.621995462,-42646.97426989884,-6.377493419137547,"Lower-emitting, stable/moderate growth"
MOZ,MOZ,29472063.74791593,32619416.719487272,35270434.41764955,38323915.6599916,36595458.77580528,33982995.97632325,38242379.01790596,42024874.07554545,46253534.17260176,46515269.68481798,47245415.448247895,17773351.700331964,60.30575887848634,"Lower-emitting, fast-growing"
MRT,MRT,17245044.97809174,17229983.68633333,18432670.48719507,18972298.305882562,19985611.811329383,21279573.597012218,21470871.15371291,22580945.721414223,23376986.15386943,23523245.18099141,23575519.94940885,6330474.971317112,36.70895019038457,"Lower-emitting, fast-growing"
MSR,MSR,46813.1983197627,41375.06833277123,41152.38881939473,44211.873866721166,40103.10396888709,33654.7831043552,31839.969667595495,29228.927508552082,30556.677473354717,31573.43415768936,30202.251510580085,-16610.946809182613,-35.48346920396192,"Lower-emitting, declining"
MTQ,MTQ,3170455.5334754367,3262730.928163463,3452625.0806457126,3508463.1339053037,3399134.5512355748,2925874.3076797896,3054450.3293501693,3266098.163029765,3364272.1178261256,3579317.327673276,3425294.432024255,254838.8985488182,8.037926911703604,"Lower-emitting, stable/moderate growth"
MUS,MUS,7147325.3318770025,7492438.475878057,8058397.879279887,8207144.599738223,8324039.0667893095,7140787.905817496,7342339.275330512,8009473.652982009,8527500.877565287,9002356.743347,8965184.679373134,1817859.3474961314,25.434120640745096,"Lower-emitting, fast-growing"
MWI,MWI,15190047.596137214,16086201.66752089,17270879.671518378,19100314.97294909,21128923.45869181,21962763.82320434,22561039.2562411,22392160.157672267,21622631.771692537,22063377.406460416,22278833.581610076,7088785.985472862,46.66730594889986,"Lower-emitting, fast-growing"
MYS,MYS,394901188.95198,395188880.2467669,405756941.0358502,410681876.58314824,419944646.2401882,398998847.2373697,397108910.8895389,418044297.41780174,423431445.39747584,436549860.11544025,436127757.5299812,41226568.5780012,10.439717511970912,"High-emitting, stable/moderate growth"
MYT,MYT,598371.7300157308,602126.0507253556,615249.8592566034,614433.5986531292,620432.8162208907,596223.3959592042,656980.2437214451,706790.5299233078,671673.2206799857,676844.3513450355,671754.9319894444,73383.20197371359,12.263814998710648,"Lower-emitting, stable/moderate growth"
NAM,NAM,17275554.186118003,18335007.116834585,17848655.77074735,17848547.779531337,17798220.82228962,16229836.167780655,16252755.600752981,18293965.628143962,19600280.4752684,18902623.0326308,18993250.853529494,1717696.6674114913,9.942932359251138,"Lower-emitting, stable/moderate growth"
NCL,NCL,5058992.116973495,5618956.8701798385,5735698.198119707,6259617.808523732,6182474.612780654,5986279.400146807,5540087.288583973,5675903.799339218,6320572.988488577,6202241.48152698,6166824.88357416,1107832.7666006647,21.89829003456557,"Lower-emitting, stable/moderate growth"
NER,NER,45315041.347324185,46856585.73415749,48346620.6488128,50717362.106322974,54899271.89333467,57297991.732148364,59364596.424800195,63425657.008845955,62035605.68751659,66508254.33519631,68221580.30297545,22906538.95565126,50.549526767680796,"Lower-emitting, fast-growing"
NFK,NFK,11435.471304313493,11938.907449480675,14940.098590586775,18436.838458545306,12118.450877002615,10047.954403035408,13306.708951459152,13457.46936370322,15625.735118885601,16615.063955132257,14665.374613949729,3229.9033096362364,28.244601588199586,"Lower-emitting, fast-growing"
NGA,NGA,434567178.27914906,422896366.96328217,423607799.75888824,435958891.44850457,452072091.5059189,425903446.4295079,414198992.0378762,407514337.45483524,419717534.69537354,437010419.88575053,440745645.6404249,6178467.361275852,1.4217519569108013,"High-emitting, stable/moderate growth"
NIC,NIC,20065540.63744183,20890145.5742651,20707062.805199243,20755897.998475023,20516566.94033527,20292904.273752116,21014621.46380528,21656486.29223231,22089220.730087724,22125972.45042243,22340625.773135167,2275085.135693338,11.33826980693499,"Lower-emitting, stable/moderate growth"
NIU,NIU,15366.153256199139,17211.777593757764,17722.240335329665,16584.492160962385,20035.253152796253,13339.54586837083,12972.509536546699,14133.893662236318,20346.199571153513,20438.047899358484,22307.766888925333,6941.613632726194,45.17469998501903,"Lower-emitting, fast-growing"
NLD,NLD,242938668.90705124,246135353.6146746,243095085.52792233,242407997.03289884,232801760.90436748,211153613.38689253,223860470.5549091,212605850.1816298,199212961.98394537,204078523.27642596,205362867.80071986,-37575801.10633138,-15.467196422611481,"Lower-emitting, declining"
NOR,NOR,114864029.54243164,117271159.65724012,120180208.0728027,118768724.35137023,115907516.78721401,114605552.38109413,116963773.7140005,118825530.4437291,119229608.37732475,121336650.73676103,115127816.77148116,263787.2290495187,0.22965172830896877,"Lower-emitting, stable/moderate growth"
NPL,NPL,37355857.84753468,41903719.224334165,45881064.89349887,49009176.45230553,49639193.790382504,50674731.42070241,51085416.86352619,50487962.017733224,46931844.02404606,47163847.70941435,48177734.46339617,10821876.61586149,28.969691072361993,"Lower-emitting, fast-growing"
NRU,NRU,52696.20584447652,55280.80394312869,50674.79522237558,55040.51152178494,56462.27806789581,50715.04547493586,58356.178431553046,60028.02162621622,65359.99795649818,60274.86511356212,69530.88944306529,16834.683598588766,31.946671166940067,"Lower-emitting, fast-growing"
NZL,NZL,89969006.79222462,90643668.4069054,92753195.61219135,92685214.30705822,94307950.76551141,88449075.85689579,86928384.782559,84014765.72937566,85196139.20366985,86023131.02680118,86206676.806294,-3762329.9859306216,-4.1818067355343675,"Lower-emitting, stable/moderate growth"
OMN,OMN,151271973.3783949,155906296.45790997,154223015.95035642,159270474.00800675,160901585.48557046,157309747.54115862,164607916.94215524,174371604.12731192,176902365.63787436,182676510.8942355,183930420.85161367,32658447.47321877,21.589225514713316,"Lower-emitting, stable/moderate growth"
PAK,PAK,451600596.2727506,481952314.37998265,517757851.2651198,521775894.6183994,544474016.4210801,569610620.9400091,580129225.6520866,594691974.3625761,605673735.1392324,604167458.1758674,616235371.0363815,164634774.76363087,36.45583644539684,"High-emitting, fast-growing"
PAN,PAN,23835142.30029062,24309875.62596478,23672568.590004418,24260684.36221407,28649512.637551848,25438162.980288036,27512909.23569906,29209281.13566292,30554798.222156636,27772647.604423426,29377920.774383597,5542778.474092975,23.25464813367358,"Lower-emitting, stable/moderate growth"
PCN,PCN,661.4620479849141,672.4924379683199,683.3858783016203,698.9021479555604,701.2589497001516,631.2450296700135,683.2036864247667,2139.9989030038987,3896.834589253985,5800.375032235459,10048.409995169803,9386.947947184888,1419.1211688987144,"Lower-emitting, fast-growing"
PER,PER,112119843.2502166,117760908.14543521,115985117.48369634,118826937.64485952,121396211.55934435,110502718.14694734,117305744.81765315,124895035.48372492,126532837.08181228,128663634.16254568,130337765.2527122,18217922.0024956,16.248615298042175,"Lower-emitting, stable/moderate growth"
PHL,PHL,170549382.46157867,188710417.26688024,199081926.12683964,209251377.13326097,218299584.81972066,210608965.54413313,229061020.00018948,241226862.45369896,251945638.83804482,255044244.67850232,258024809.5229494,87475427.06137073,51.290380415817204,"Lower-emitting, fast-growing"
PLW,PLW,669348.4798852048,661834.6432714238,688141.3139880496,718771.3738566162,738483.5567861994,714301.7311730239,715563.2232889947,772396.8788507979,771013.208371437,816531.7213450047,853442.9460789618,184094.46619375702,27.503530929857305,"Lower-emitting, fast-growing"
PNG,PNG,42544982.121985905,43667965.53235577,43927431.770528026,42834807.86749861,44516945.71139239,44279101.69314211,44124923.0840241,45090841.633347064,45095116.072101966,44843687.434454344,45585471.72332593,3040489.6013400257,7.146529272529172,"Lower-emitting, stable/moderate growth"
POL,POL,429019760.9715031,436531103.2884915,450024256.7860774,449230253.7953666,424494472.69163907,410490151.604737,441608139.2006825,427177189.8812112,390278012.4767573,391238417.86085886,390644528.6159805,-38375232.35552257,-8.944863581253914,"Lower-emitting, stable/moderate growth"
PRI,PRI,33931419.36164906,33094149.50847715,28282847.050652467,28842989.289963927,30175693.67646971,29208333.21818273,33517344.958988734,33615401.904903755,33509520.277783584,33081328.07099354,33066997.296381205,-864422.0652678534,-2.5475564580857624,"Lower-emitting, stable/moderate growth"
PRK,PRK,113333128.08015303,119920315.50234011,151081757.1109595,131302087.2647676,138481875.3581219,123588719.3637403,102469345.85442343,115865082.0009414,122943908.6877147,118892460.03222151,118943754.08883716,5610626.0086841285,4.95056132635473,"Lower-emitting, stable/moderate growth"
PRT,PRT,95060330.74204856,93917647.09822556,99524838.6314843,97141083.80094956,94018112.71028872,83151599.90572836,85260627.10691673,86645013.53036834,84865902.03665991,84871537.2834826,85877896.74207184,-9182433.999976724,-9.659585579282028,"Lower-emitting, stable/moderate growth"
PRY,PRY,39370981.352998726,39123742.96750814,39642130.55071043,39356191.09200516,40021081.46530256,40166416.10505859,41868720.755939774,42043929.926842794,41525468.02601775,41541923.464065395,41730065.19016761,2359083.8371688873,5.991935573099972,"Lower-emitting, stable/moderate growth"
PSE,PSE,4942904.34670943,4995475.269786875,5094658.584138931,5093475.238145022,5389964.835059849,5034857.249923084,5417695.009924427,5608705.559165408,5808124.362686014,6077244.973416263,6342750.43973492,1399846.0930254897,28.320315240520273,"Lower-emitting, fast-growing"
PYF,PYF,1840307.9594693875,1926816.924199267,1994017.15619993,2098035.3160300734,2236122.5811900706,2124261.1932902476,2131217.815851781,2480721.5026299413,2638772.0119388564,2778135.3930979576,2677713.836958961,837405.8774895736,45.503573093876156,"Lower-emitting, fast-growing"
QAT,QAT,230154794.24430227,229102700.72370788,232817398.0704952,235561189.3656588,236234766.82439417,232960050.15681946,239260287.6306324,244565325.05300456,249095378.23631623,251511785.48744738,245616081.3416025,15461287.097300231,6.717777549699247,"Lower-emitting, stable/moderate growth"
REU,REU,5843284.91932856,5995730.265852908,6256782.819075354,6175595.31996814,6418857.610687238,6288815.275835334,6768093.40074832,6642470.988536815,6745301.285981185,6868627.677355257,6838946.2835234115,995661.3641948514,17.039411528631412,"Lower-emitting, stable/moderate growth"
ROU,ROU,145237016.18902093,143802407.84238416,152860387.95072663,152794342.4208407,154020552.4805031,142692405.6231811,132172866.86823802,126246703.0889672,121703566.5181403,117613823.01468796,118430913.78993717,-26806102.399083763,-18.45679779333703,"Lower-emitting, declining"
RUS,RUS,2741004485.99425,2717123180.951598,2816935120.103512,2945990609.051505,2962244170.095903,2833623160.689889,3043034196.375614,3015652506.9987435,3056390160.17894,2990464500.222564,2976502796.200675,235498310.2064252,8.59167912383049,"High-emitting, stable/moderate growth"
RWA,RWA,12282485.413201705,12006178.374448437,12194057.34395084,12455836.043420492,13026609.309295902,13062266.52983241,13209089.266432852,13419588.161738165,13769965.724680534,14149029.3351706,14273320.25550584,1990834.8423041347,16.2087295472324,"Lower-emitting, stable/moderate growth"
SAU,SAU,963416311.181947,970555074.9838995,970782696.9760758,966855477.6514132,965064481.9161049,948416142.4750795,955216421.9931374,1021853148.7629614,1026599647.404855,1042877198.1183507,1059226710.4121131,95810399.23016608,9.94485957089756,"High-emitting, stable/moderate growth"
SDN,SDN,142800471.08544996,147575543.7986626,148041623.12065935,149694648.68097553,149209795.78177083,145842745.97730333,146627387.7332608,142331703.65698567,143591224.76405793,142412339.8384021,144723981.62670717,1923510.5412572026,1.3469917337360873,"Lower-emitting, stable/moderate growth"
SEN,SEN,32768380.819534436,35028380.01112892,34916201.18546803,36653645.418788485,38266138.66981682,38086615.17578842,38946935.07588721,40820884.4499265,43384539.37706396,44336692.96087602,45280156.53803429,12511775.718499854,38.1824655524057,"Lower-emitting, fast-growing"
SGP,SGP,98588817.82468683,99417247.53694238,107790772.23105165,107098298.50289677,110498976.70618123,98472201.85366726,103193439.79919134,107626701.72502121,110339926.13998947,115522988.58797567,114827446.72568525,16238628.900998428,16.471065643442824,"Lower-emitting, stable/moderate growth"
SGS,SGS,24629.634355242382,32228.707428214304,27074.44311413044,21044.58604163686,32156.383602878643,53102.06573847227,32808.58274656793,62767.50885270232,82204.38059472214,125531.13803264956,82452.38676544,57822.752410197616,234.769024891716,"Lower-emitting, fast-growing"
SHN,SHN,42138.07059123635,34715.02953056352,43996.853395514656,43685.92947193936,51150.78188433925,49740.4427918459,57894.1147206242,66983.69326626864,50481.72227859709,61364.65942379147,46402.70471623629,4264.634124999939,10.120620296950365,"Lower-emitting, stable/moderate growth"
SJM,SJM,209096.7408882782,223099.5785426618,228638.61404283042,327005.0045216297,238574.83776081982,164929.17360409957,285320.47054060345,480104.53058691265,527756.646407866,470883.00046956487,404071.86873057927,194975.12784230107,93.24637343174928,"Lower-emitting, fast-growing"
SLB,SLB,694415.1144602057,785629.9280010883,812667.9357138113,853486.1752743194,840373.8882455337,823813.693686514,720822.9610152936,846882.4382616819,825696.9202229095,843957.7574890127,815123.178042912,120708.06358270638,17.38269531712846,"Lower-emitting, stable/moderate growth"
SLE,SLE,10384756.175907133,10858640.550596131,10988407.385444563,13018688.794347411,10041758.662651597,10498567.020084776,9016074.265834404,8911458.32227508,9017052.656095421,9111597.65381413,9201052.741666216,-1183703.4342409167,-11.398471126237276,"Lower-emitting, declining"
SLV,SLV,13011382.37239487,12826106.957346495,12276436.653602883,12839478.776107209,13773235.851836061,12153749.986258794,13545986.760640323,14401124.936472477,14791872.456735505,14851445.074473169,14827042.138402907,1815659.766008038,13.954395574909606,"Lower-emitting, stable/moderate growth"
SMR,SMR,76841.09576581385,77402.24791580354,77700.92711808148,79845.40273359124,77944.86528749498,73788.15376265794,76124.5688140356,71389.07242066754,69338.53116735915,68937.98884067306,67728.32626441357,-9112.769501400282,-11.85923939602967,"Lower-emitting, declining"
SOM,SOM,36444244.60822421,36842963.82095425,36911436.82426419,37199462.37241405,38287375.198977515,38928013.31537067,38450559.58382389,39324056.68003173,39976707.04329028,40435148.974698715,40773960.876084425,4329716.267860211,11.880384171505487,"Lower-emitting, stable/moderate growth"
SPM,SPM,87099.0871139471,87429.2596825905,91634.1533574654,109316.14709448807,117810.8520426536,103897.70842318684,118416.63186999255,143527.244013395,144518.0288354762,128670.78823462962,139588.19371744047,52489.106603493376,60.263670197627526,"Lower-emitting, fast-growing"
SRB,SRB,63072391.05978092,64060896.49993355,64125584.132301584,63430703.808547124,62147799.50462562,62022543.7147343,60547866.12418519,59833473.662289456,61544144.54996157,62712217.96471869,64093351.55071187,1020960.4909309521,1.6187122031940588,"Lower-emitting, stable/moderate growth"
SSD,SSD,49835384.77545553,49326923.199056365,49214972.055856705,52074114.444173515,54033789.63206287,54191870.5445017,53476039.74553481,54554775.83393114,55623797.9565387,54223541.16019012,55106090.63411892,5270705.858663395,10.576231893085081,"Lower-emitting, stable/moderate growth"
STP,STP,240206.60611262065,249421.0779773992,252925.76657008572,252871.09756977172,278068.15649399994,281012.82341636025,287945.46942903596,278756.5334018413,281671.98071566597,284023.89753455034,285244.8484745159,45038.242361895245,18.74979339276752,"Lower-emitting, stable/moderate growth"
SUR,SUR,6311553.836179616,6634825.210989537,5955053.905626495,5646614.7611449575,6364958.834390255,6103332.980090529,5919687.584122275,6162043.632020531,6461947.617702159,5958407.2067155875,5972223.007137812,-339330.8290418042,-5.37634373166024,"Lower-emitting, stable/moderate growth"
SVK,SVK,45906221.19926333,47607248.80800478,49587606.64931062,49860368.708042465,46529168.46974763,43833956.600744344,49599456.935970716,43878960.80497197,43873135.57705012,41571879.25515599,42551438.850452825,-3354782.3488105014,-7.3079035066914555,"Lower-emitting, stable/moderate growth"
