iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date,year,source_file,source_folder
ALB,buildings,non-residential-onsite-fuel-usage,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,29508.107000000004,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2021,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ALB,buildings,non-residential-onsite-fuel-usage,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,29189.1374,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2022,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ALB,buildings,non-residential-onsite-fuel-usage,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,31063.2032,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2023,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ALB,buildings,non-residential-onsite-fuel-usage,2024-01-01 00:00:00,2024-12-31 00:00:00,co2e_100yr,31399.216200000003,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2024,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ALB,buildings,non-residential-onsite-fuel-usage,2025-01-01 00:00:00,2025-12-31 00:00:00,co2e_100yr,31739.381338000003,tonnes,annual,2026-02-02 00:00:00,2026-05-18 14:20:13.779009,2025,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
ALB,buildings,non-residential-onsite-fuel-usage,2026-01-01 00:00:00,2026-12-31 00:00:00,co2e_100yr,11016.469410000002,tonnes,annual,2026-05-04 00:00:00,2026-05-18 14:20:13.779009,2026,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,1692.0241504754706,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2015,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,1672.417033984115,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2016,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,1704.168037980854,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2017,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
AND,buildings,non-residential-onsite-fuel-usage,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,1866.3761722420663,tonnes,annual,2025-08-28 00:00:00,2026-05-18 14:20:13.779009,2018,non-residential-onsite-fuel-usage_country_emissions_v5_7_0.csv,buildings
